lat1,lon1,lat2,lon2,user,timestamp,uuid
16.5421837214,-88.6942416430,16.5420885873,-88.6941330135,Fisher_Natalie,2017-01-26 19:19:26.441889+00:00,3b009d58-71eb-44f3-9524-9ca66c4fdb4d
16.5419433147,-88.6936944723,16.5418610364,-88.6935710907,Fisher_Natalie,2017-01-26 19:19:25.360006+00:00,9b27566d-170a-44c8-82d5-b7b025efc78a
16.5420371634,-88.6942081153,16.5419484571,-88.6941263080,Fisher_Natalie,2017-01-26 19:19:26.751645+00:00,d2f5a5e9-6679-47a9-ae80-0d6e72331ad3
16.5422595716,-88.6942604184,16.5421785790,-88.6941799521,Fisher_Natalie,2017-01-26 19:19:26.916096+00:00,103c61e6-0d20-457f-aa61-38053726edf8
16.5416411989,-88.6940136552,16.5415563492,-88.6939358711,Fisher_Natalie,2017-01-26 19:19:27.085897+00:00,19f3b7b2-63fa-4033-a572-5f726622e1c3
16.5420384489,-88.6936958134,16.5419407435,-88.6936073005,Fisher_Natalie,2017-01-26 19:19:27.250483+00:00,24fe1fdb-bfe0-4f4d-ae73-818a204af564
16.5422814268,-88.6934423447,16.5421914350,-88.6933431029,Fisher_Natalie,2017-01-26 19:19:25.354578+00:00,068c5cea-d66f-4728-be8e-f889f5528fc9
16.5420873017,-88.6939519644,16.5420204506,-88.6938835680,Fisher_Natalie,2017-01-26 19:19:27.520208+00:00,8fb21d26-5ba0-4ed9-9a67-c7f3753bfb16
16.5420667321,-88.6940190196,16.5419613131,-88.6939305067,Fisher_Natalie,2017-01-26 19:19:27.689800+00:00,2fc278f2-eb46-4a31-9413-7fa074d82302
16.5420281642,-88.6940713227,16.5419535995,-88.6939841509,Fisher_Natalie,2017-01-26 19:19:27.848958+00:00,14bf16ce-80ea-4ab9-b522-0f58d5c60cc6
16.5419780259,-88.6939720809,16.5418906052,-88.6938714981,Fisher_Natalie,2017-01-26 19:19:27.975377+00:00,05fdd873-d9f1-4af0-8319-11335b5d0e52
16.5418481804,-88.6937910318,16.5417877572,-88.6937253177,Fisher_Natalie,2017-01-26 19:19:27.693635+00:00,31b2bbde-eab6-4be2-a151-e484eb9982df
16.5418468948,-88.6940217018,16.5417479037,-88.6939197779,Fisher_Natalie,2017-01-26 19:19:28.275801+00:00,b155ce08-9afb-45a0-a6b3-65c843847945
16.5421695799,-88.6936743557,16.5420757313,-88.6935871840,Fisher_Natalie,2017-01-26 19:19:27.697653+00:00,38d8dfdb-c42c-4fe4-8231-6326b300bb00
16.5422377165,-88.6939787865,16.5421490103,-88.6938554049,Fisher_Natalie,2017-01-26 19:19:28.428076+00:00,e1794b48-f944-4267-bcb4-be2a284ad308
16.5416283429,-88.6939452589,16.5415396364,-88.6938540637,Fisher_Natalie,2017-01-26 19:19:26.922697+00:00,4980f113-d09f-4dd1-b689-6eeeea4086f8
16.5418893196,-88.6941437423,16.5418108980,-88.6940337718,Fisher_Natalie,2017-01-26 19:19:28.126741+00:00,e738498b-ba2b-4388-853c-14e51cad6e2a
16.5420654465,-88.6937816441,16.5419857394,-88.6937065423,Fisher_Natalie,2017-01-26 19:19:27.529125+00:00,42672285-535d-4fb0-81f8-1a60f5532ffe
16.5557282925,-88.6929072440,16.5556743012,-88.6928549409,Fisher_Natalie,2017-01-26 19:20:45.624256+00:00,aab99548-47c8-4540-8fd5-813eb4351a04
16.5561345121,-88.6927208304,16.5560728079,-88.6926779151,Fisher_Natalie,2017-01-26 19:20:45.632824+00:00,ad164ec1-3c56-41f7-b34a-249df627d88e
16.5554647635,-88.6930587888,16.5554107721,-88.6929957569,Fisher_Natalie,2017-01-26 19:20:45.978181+00:00,d7d090e7-7f42-432f-a3c6-e667aa8fbe1f
16.5555791737,-88.6926054955,16.5555110418,-88.6925384402,Fisher_Natalie,2017-01-26 19:20:46.180005+00:00,c04c935f-ffd1-4cac-9861-e8031438986e
16.5554184852,-88.6929179728,16.5553606373,-88.6928643286,Fisher_Natalie,2017-01-26 19:20:46.183453+00:00,c54ac28b-8c07-4d94-b05c-a6b0eeeefc58
16.5557899968,-88.6928951740,16.5557385765,-88.6928267777,Fisher_Natalie,2017-01-26 19:20:46.191705+00:00,f30172c0-f2c5-4b71-a4e6-bccb94216571
16.5557257215,-88.6931419373,16.5556524476,-88.6930601299,Fisher_Natalie,2017-01-26 19:20:46.661027+00:00,cbd23738-2e56-495c-93a3-ee0a771690fc
16.5557270070,-88.6932089925,16.5556511621,-88.6931124330,Fisher_Natalie,2017-01-26 19:20:46.798182+00:00,6e93a54c-fdba-44f3-a661-ca38728fc070
16.5553503532,-88.6929206550,16.5552989329,-88.6928535998,Fisher_Natalie,2017-01-26 19:20:46.191349+00:00,ecc0c6b8-e481-4902-91db-e599c9473cf7
16.5556228809,-88.6930400133,16.5555624621,-88.6929582059,Fisher_Natalie,2017-01-26 19:20:46.930154+00:00,5579aee1-ce7d-45e0-9cd1-2d6c57b7f40b
16.5558902662,-88.6927087605,16.5558311330,-88.6926028132,Fisher_Natalie,2017-01-26 19:20:47.192351+00:00,a57dfa94-8547-431a-9bc0-047b040e7db1
16.5559378299,-88.6928200722,16.5558581286,-88.6927060783,Fisher_Natalie,2017-01-26 19:20:47.353397+00:00,3d330d68-bb0f-4afe-955d-bfda8d1c0435
16.5560933760,-88.6928160489,16.5560355283,-88.6927141249,Fisher_Natalie,2017-01-26 19:20:47.506053+00:00,01e48e2c-ab5e-4de1-a324-eb1f955837ae
16.5556370215,-88.6929555237,16.5555714606,-88.6928763986,Fisher_Natalie,2017-01-26 19:20:47.682424+00:00,56c0f95f-0329-4f43-84d8-0cd918650f7a
